Strekningsnavn;Intervallstart;Reell reisetid (sek);Normalreisetid (sek);Forsinkelse (sek);Antall biler;Lengde (m);Stipulert;Hastighet (km/t)
Klett - Studentersamfunnet;08.01.2014 20:05;694;840;0;10;12322;;63.92
Klett - Studentersamfunnet;08.01.2014 20:10;646;840;0;14;12322;;68.67
Klett - Studentersamfunnet;08.01.2014 20:15;630;840;0;8;12322;;70.41
Klett - Studentersamfunnet;08.01.2014 20:20;681;840;0;6;12322;;65.14
Klett - Studentersamfunnet;08.01.2014 20:25;649;840;0;7;12322;;68.35
Klett - Studentersamfunnet;08.01.2014 20:30;680;840;0;9;12322;;65.23
Klett - Studentersamfunnet;08.01.2014 20:35;658;840;0;7;12322;;67.42
Klett - Studentersamfunnet;08.01.2014 20:40;681;840;0;6;12322;;65.14
Klett - Studentersamfunnet;08.01.2014 20:45;661;840;0;8;12322;;67.11
Klett - Studentersamfunnet;08.01.2014 20:50;693;840;0;8;12322;;64.01
Klett - Studentersamfunnet;08.01.2014 20:55;733;840;0;5;12322;;60.52
Klett - Studentersamfunnet;08.01.2014 21:00;689;840;0;11;12322;;64.38
Klett - Studentersamfunnet;08.01.2014 21:05;706;840;0;9;12322;;62.83
Klett - Studentersamfunnet;08.01.2014 21:10;695;840;0;7;12322;;63.83
Klett - Studentersamfunnet;08.01.2014 21:15;638;840;0;8;12322;;69.53
Klett - Studentersamfunnet;08.01.2014 21:20;662;840;0;9;12322;;67.01
Klett - Studentersamfunnet;08.01.2014 21:25;647;840;0;8;12322;;68.56
Klett - Studentersamfunnet;08.01.2014 21:30;676;840;0;8;12322;;65.62
Klett - Studentersamfunnet;08.01.2014 21:35;683;840;0;6;12322;;64.95
Klett - Studentersamfunnet;08.01.2014 21:40;705;840;0;7;12322;;62.92
Klett - Studentersamfunnet;08.01.2014 21:45;701;840;0;7;12322;;63.28
Klett - Studentersamfunnet;08.01.2014 21:50;593;840;0;5;12322;;74.80
Klett - Studentersamfunnet;08.01.2014 21:55;712;840;0;6;12322;;62.30
Klett - Studentersamfunnet;08.01.2014 22:00;701;840;0;6;12322;;63.28
Klett - Studentersamfunnet;08.01.2014 22:05;652;840;0;8;12322;;68.04
Klett - Studentersamfunnet;08.01.2014 22:10;635;840;0;5;12322;;69.86
Klett - Studentersamfunnet;08.01.2014 22:15;620;840;0;9;12322;;71.55
Klett - Studentersamfunnet;08.01.2014 22:20;609;840;0;5;12322;;72.84
Klett - Studentersamfunnet;08.01.2014 22:25;688;840;0;7;12322;;64.48
